"","C1","C2","INT_S1_D0_E1","P_S1_D0_E1","INT_S1_D0_E2","P_S1_D0_E2","INT_S1_D0_E3","P_S1_D0_E3","INT_S1_D0_E4","P_S1_D0_E4","INT_S1_D1_E1","P_S1_D1_E1","INT_S1_D1_E2","P_S1_D1_E2","INT_S1_D1_E3","P_S1_D1_E3","INT_S1_D1_E4","P_S1_D1_E4","INT_S2_D0_E1","P_S2_D0_E1","INT_S2_D0_E2","P_S2_D0_E2","INT_S2_D0_E3","P_S2_D0_E3","INT_S2_D0_E4","P_S2_D0_E4","INT_S2_D1_E1","P_S2_D1_E1","INT_S2_D1_E2","P_S2_D1_E2","INT_S2_D1_E3","P_S2_D1_E3","INT_S2_D1_E4","P_S2_D1_E4","INT_S3_D0_E1","P_S3_D0_E1","INT_S3_D0_E2","P_S3_D0_E2","INT_S3_D0_E3","P_S3_D0_E3","INT_S3_D0_E4","P_S3_D0_E4","INT_S3_D1_E1","P_S3_D1_E1","INT_S3_D1_E2","P_S3_D1_E2","INT_S3_D1_E3","P_S3_D1_E3","INT_S3_D1_E4","P_S3_D1_E4"
"508",3,9.2,-80143.1,1,-108334.8,1,0,0,-26119,1,0,0,0,0,0,0,-54666.4,1,0,0,-68708.3,1,-59841.4,1,-62742,1,0,0,0,0,-37615.7,1,0,0,0,0,0,0,0,0,0,0,0,0,-68870.5,1,-52607.2,1,0,0
"509",3,9.3,-87110.4,1,-95714.3,1,-87206.3,1,0,0,0,0,0,0,0,0,0,0,-52264.4,1,-45491,1,-70149.5,1,-36942.8,1,0,0,-29535,1,0,0,0,0,-201210.2,1,0,0,-82395.5,1,0,0,-76769,1,0,0,-76445.9,1,0,0
"510",3,9.4,0,0,-39104,1,0,0,-89197.6,1,-98059.5,1,0,0,-47044.9,1,-93392.8,1,-54403.3,1,-59518,1,-93244.5,1,-62615,1,0,0,0,0,0,0,0,0,0,0,0,0,-41362.8,1,0,0,-111283.8,1,-102274.3,1,-84103.8,1,-95709.8,1
"511",3,9.5,-101167.1,1,-49840.8,1,-8245.1,1,-95948.1,1,0,0,-74753.6,1,-86545.8,1,-108598.3,1,-50869.5,1,-68473,1,0,0,0,0,0,0,-38024.3,1,-29412.7,1,0,0,-118365.6,1,-59075.5,1,-105165.2,1,0,0,-53686.6,1,-66649.2,1,0,0,-90108,1
"512",3,9.6,-104857,1,-81752.6,1,0,0,-87250.5,1,-82199.8,1,0,0,-96499.1,1,-81815,1,-66925.8,1,-62078,1,-89812.3,1,-65459.5,1,0,0,0,0,0,0,-28394.5,1,0,0,-92992.9,1,0,0,0,0,-48921.2,1,0,0,0,0,0,0
"513",3,9.7,0,0,-103903.4,1,-119122.6,1,-100962.3,1,0,0,-125650.8,1,-63840,1,0,0,-82475.8,1,-42961.3,1,0,0,0,0,0,0,0,0,0,0,0,0,-127787.6,1,0,0,-49844.4,1,-114391.5,1,-71515.5,1,-95232.6,1,-82917.5,1,-108531,1
"514",3,9.8,-74009.6,1,0,0,0,0,-182261.5,1,-108706.3,1,0,0,-79881.8,1,-118061.7,1,-49784.8,1,-58896.6,1,0,0,0,0,0,0,-37566.1,1,0,0,0,0,-119431.6,1,-101988.2,1,-30777.3,1,0,0,0,0,-98522.7,1,0,0,-120454.8,1
"515",3,9.9,-80816.1,1,0,0,-44595.3,1,0,0,0,0,0,0,0,0,0,0,-46815.9,1,-41547.2,1,-35862,1,-47543.4,1,0,0,0,0,0,0,-40694,1,0,0,0,0,0,0,-98346.7,1,-108664.4,1,0,0,0,0,-124192.3,1
"516",3,10,-112082.4,1,-231188.4,1,0,0,-80562,1,-63287.8,1,0,0,0,0,-96385.4,1,-81956.4,1,0,0,0,0,0,0,-52777.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-118579.8,1,0,0,0,0,0,0
"517",3,10.1,-111055.4,1,-82803.7,1,-54126.6,1,-87255.4,1,-57887.6,1,0,0,0,0,0,0,-49667.2,1,-84071.9,1,0,0,0,0,-58893,1,0,0,0,0,0,0,-74059,1,0,0,-91224.8,1,0,0,0,0,0,0,-111330.3,1,-126165.9,1
"518",3,10.2,0,0,-77564.5,1,-57201.7,1,-34812.2,1,0,0,0,0,0,0,-66337,1,-43428.7,1,-63677.7,1,-52778.4,1,-113038.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94850.4,1,-98348.2,1,-70632.9,1,-56016.4,1,-114583.4,1
"519",3,10.3,0,0,-90096.8,1,-67165.7,1,-154905.7,1,0,0,0,0,-107461.7,1,-103286.8,1,0,0,0,0,0,0,-83151.5,1,0,0,0,0,0,0,-34410.4,1,0,0,-84532,1,0,0,0,0,0,0,-65545.3,1,0,0,-190778.1,1
"520",3,10.4,-34996,1,-105551.3,1,0,0,-93936.1,1,-100673.7,1,-51729.9,1,0,0,0,0,-83045.1,1,0,0,-110770.9,1,-70027.4,1,0,0,0,0,0,0,-38431.6,1,0,0,0,0,0,0,0,0,0,0,0,0,-67411.4,1,0,0
"521",3,10.5,-68429.2,1,-49594.5,1,0,0,-44387.3,1,0,0,-65019.1,1,-72907.6,1,0,0,-64081,1,-59509.5,1,0,0,0,0,0,0,0,0,0,0,0,0,-106537.5,1,-102103.9,1,0,0,0,0,-87368.4,1,0,0,-64892.6,1,0,0
"522",3,10.6,-56392.1,1,-80675.1,1,-217471.9,1,-48578.5,1,0,0,0,0,-58164.4,1,-38105.3,1,-60830.7,1,-41503.9,1,0,0,-41318,1,0,0,0,0,0,0,0,0,0,0,0,0,-111154,1,0,0,-79171.3,1,-71603.7,1,-70171.2,1,-94545,1
"523",3,10.7,-101031,1,-100167.5,1,0,0,-21552.7,1,-127025.5,1,-57536.7,1,-101860.1,1,0,0,0,0,-80084.9,1,-80808,1,-63520.8,1,-52122.7,1,0,0,0,0,0,0,0,0,-86601.6,1,0,0,0,0,0,0,-75558.5,1,0,0,-71806.3,1
"524",3,10.8,-155599.3,1,-123173.2,1,-147276.2,1,-84561,1,-86703,1,0,0,0,0,-131881.3,1,-96744.2,1,-49630,1,0,0,-63175.6,1,0,0,0,0,0,0,-38828.1,1,-76267.3,1,0,0,0,0,0,0,-78965.8,1,0,0,-69758.2,1,0,0
"525",3,10.9,0,0,-91718.6,1,0,0,-59523.5,1,-70673.8,1,0,0,0,0,0,0,-56798.9,1,0,0,0,0,-66990.1,1,0,0,0,0,0,0,-36485,1,0,0,-88450.6,1,0,0,0,0,-82632.9,1,-144671.9,1,-83265,1,-120411.6,1
"526",3,11,-70027.6,1,0,0,-76735.2,1,0,0,-96448,1,-91199.3,1,-113401.8,1,-81917,1,0,0,-28694.3,1,-99567.9,1,0,0,0,0,0,0,0,0,0,0,0,0,-85736.7,1,0,0,0,0,0,0,0,0,0,0,0,0
"527",3,11.1,-91388.5,1,-103678.8,1,0,0,-75044.6,1,0,0,-63727.3,1,0,0,0,0,-66019.3,1,-55770.7,1,-86066.9,1,-62555.3,1,-60911.5,1,-33517.9,1,0,0,-38293.7,1,-116967.3,1,0,0,0,0,-103550.9,1,0,0,-88242.9,1,0,0,0,0
"528",3,11.2,-84441.1,1,0,0,-82044.2,1,-20299.7,1,0,0,-91303,1,-71917,1,-66418.5,1,0,0,0,0,-103096,1,0,0,0,0,0,0,0,0,0,0,0,0,-45397,1,0,0,-84778.5,1,-123980.8,1,0,0,-73036.6,1,-89405.9,1
"529",3,11.3,-61549.6,1,-197837.9,1,-78985.7,1,-21265.7,1,-74596.4,1,0,0,0,0,0,0,-20745,1,-57428.8,1,0,0,-72704,1,0,0,0,0,0,0,-36834.6,1,-108060.5,1,0,0,-57143.3,1,0,0,-128027.8,1,0,0,0,0,0,0
"530",3,11.4,-81816.4,1,0,0,-88389.4,1,-54423.6,1,0,0,-91129.5,1,-97966.4,1,-56995.1,1,0,0,-41497.9,1,-45785.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-116406,1,0,0,-80620.4,1,0,0,0,0
"531",3,11.5,0,0,-11973.7,1,0,0,0,0,-98440.3,1,0,0,-84417,1,-73609.4,1,-78044.5,1,-13616,1,0,0,-65461.7,1,-53054.7,1,0,0,-38634.4,1,0,0,-92161.2,1,0,0,0,0,0,0,0,0,0,0,0,0,-109918.3,1
"532",3,11.6,-74201.2,1,-40904.2,1,-47191.5,1,-102562.5,1,-94783.8,1,-79898.6,1,0,0,0,0,0,0,0,0,-69252.1,1,-78907.8,1,0,0,-42432.9,1,0,0,0,0,0,0,-91676.3,1,0,0,-32818.5,1,-76275.6,1,-83315.4,1,0,0,0,0
"533",3,11.7,0,0,-104184,1,-73351.3,1,-117829,1,0,0,0,0,0,0,-98800.2,1,-66734.9,1,-25937.6,1,-106991.9,1,-82752.5,1,0,0,0,0,0,0,0,0,-80472.8,1,0,0,0,0,0,0,-86950,1,-89375.7,1,0,0,0,0
"534",3,11.8,-97120.1,1,-91436.3,1,0,0,0,0,0,0,-44767.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32129,1,0,0,0,0,-114709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535",3.1,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72763.2,1,0,0,0,0,0,0,0,0
"536",3.1,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76116.5,1,0,0,0,0,0,0,0,0,0,0,0,0
"537",3.1,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87977.3,1,0,0,-96528.1,1,0,0,0,0,0,0,0,0
"538",3.1,-1.2,0,0,-54795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539",3.1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73908.4,1,0,0
"540",3.1,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40848.1,1
"541",3.1,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78401.2,1,0,0,0,0,0,0,0,0
"542",3.1,-0.7,0,0,0,0,-48564.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543",3.1,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83349,1,0,0,0,0,0,0,0,0,0,0,0,0
"544",3.1,-0.5,-32838.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545",3.1,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84136.7,1,0,0,0,0,0,0,0,0,0,0
"546",3.1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41612.7,1,0,0
"547",3.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-105561,1,0,0,0,0,0,0,0,0,0,0
"548",3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549",3.1,0.1,0,0,0,0,0,0,-39652.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-118677.6,1,0,0,0,0,0,0,0,0,0,0
"550",3.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55526.4,1,0,0,-96787.3,1,0,0,0,0,-96853,1,0,0
"551",3.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55590.5,1,0,0,0,0,-92703.7,1,0,0,0,0,0,0,0,0
"552",3.1,0.4,0,0,0,0,0,0,-50665.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553",3.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100513.8,1,0,0,0,0,0,0,0,0
"554",3.1,0.6,0,0,0,0,0,0,-45759.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"555",3.1,0.9,-40347.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91733.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"556",3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56673,1,0,0,0,0,0,0,0,0,0,0
"557",3.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-104851.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558",3.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68607.9,1,0,0,0,0,0,0,0,0,0,0
"559",3.1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94694.7,1,0,0
"560",3.1,1.8,21003.1,1,33581.7,1,46086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"561",3.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20582.4,1,0,0,0,0,0,0,0,0,0,0,0,0
"562",3.1,2.6,63696.9,1,69362.5,1,59646.7,1,58846.3,1,0,0,11116.5,1,17926,1,40185.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563",3.1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6810.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564",3.1,3,0,0,0,0,0,0,0,0,151740,1,0,0,0,0,0,0,0,0,286144.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565",3.1,3.1,0,0,0,0,216350.9,1,0,0,0,0,0,0,0,0,124866.5,1,0,0,163200.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649004.8,1,23835902,1,2870075.6,1,0,0,0,0,0,0,0,0
"566",3.1,3.2,0,0,84426.3,1,18882.4,1,510504.7,1,0,0,50694.8,1,70897.9,1,0,0,0,0,0,0,0,0,481900.6,1,0,0,0,0,25811,1,0,0,0,0,0,0,116103.4,1,0,0,0,0,180330.7,1,103308.9,1,462806.7,1
"567",3.1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58047.7,1,30814.7,1,76258.7,1
"568",3.1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6147,1,0,0,0,0,0,0
"569",3.1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57004.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570",3.1,3.8,45488.2,1,51519.2,1,82743.9,1,69656.6,1,31495.4,1,39484.6,1,36173,1,39030.7,1,30912.2,1,9266.3,1,0,0,15198.2,1,17352.3,1,5358.9,1,4808.7,1,11372.5,1,2181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571",3.1,4,31185.1,1,0,0,0,0,0,0,70486.4,1,0,0,49991.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572",3.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2479065.2,1,2361523.2,1,2049463.6,1,1670917.9,1,1801915.4,1,-39345.3,1
"573",3.1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69528.3,1,-94876.6,1,0,0,0,0,0,0,0,0,0,0,0,0
"574",3.1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13983.9,1,-1545.9,1,6484.8,1,1692.8,1,17652.2,1,7272.2,1,-72937.1,1
"575",3.1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51776.2,1,0,0,0,0,0,0,0,0,0,0,0,0
"576",3.1,4.5,0,0,18378.6,1,0,0,-2072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577",3.1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33104.3,1,0,0,0,0,0,0,0,0,0,0,0,0
"578",3.1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,-12667,1,0,0,-9007.4,1,0,0,-6546.8,1,3179.5,1,0,0,-4899.9,1,0,0,6198.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579",3.1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61139.9,1,0,0,0,0,0,0,0,0,0,0,0,0
"580",3.1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22101.8,1,0,0,0,0
"581",3.1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80663.5,1,77681.6,1,62729.5,1,76966.2,1,59228.5,1,0,0,0,0,35691.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582",3.1,5.8,0,0,0,0,0,0,0,0,72325.7,1,77340.4,1,76773.5,1,65081.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94614.4,1,0,0,0,0,0,0,0,0,0,0
"583",3.1,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94298.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584",3.1,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90931,1,0,0,0,0,0,0
"585",3.1,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53691.6,1,0,0,0,0,0,0
"586",3.1,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95002.3,1,0,0,0,0,-92360,1,0,0
"587",3.1,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55588.6,1,0,0,0,0
"588",3.1,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63629.5,1,0,0
"589",3.1,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108077.3,1,-74024,1,0,0,0,0,0,0,0,0,0,0
"590",3.1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78033.9,1,0,0,-74116.4,1,0,0,0,0,0,0,0,0,0,0
"591",3.1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82634.8,1,0,0,0,0,0,0,0,0,0,0
"592",3.1,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76427,1,0,0,0,0,0,0,0,0
"593",3.1,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99298,1,0,0,0,0,0,0,0,0,-62227.2,1,0,0,0,0
"594",3.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91950.7,1,-81802.8,1,0,0,0,0,0,0,0,0,0,0
"595",3.1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126441.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596",3.1,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-117404.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597",3.1,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82023.4,1,0,0,0,0,0,0,0,0,0,0
"598",3.1,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48134.7,1,0,0,0,0,0,0,0,0,0,0,0,0
"599",3.1,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95696.5,1,0,0,0,0,0,0,0,0,0,0
"600",3.1,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94292.1,1,0,0
"601",3.1,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95976.3,1,0,0,0,0,0,0,0,0,0,0
"602",3.1,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87369.5,1,0,0,0,0,0,0,0,0,0,0,0,0
"603",3.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15259,1,0,0,0,0,0,0,0,0,7650,1
"604",3.2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4803.7,1,5632.4,1,1698.3,1,2575.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605",3.2,2.7,15371.9,1,95216.2,1,25825,1,90067.2,1,0,0,11366.7,1,0,0,94377.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58880.2,1,32739.9,1
"606",3.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59268.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607",3.2,3.1,161224,1,66899.4,1,327392.7,1,269843.8,1,256.7,1,0,0,0,0,0,0,160984.9,1,0,0,163893.1,1,188000.2,1,0,0,82814.9,1,104686,1,0,0,60113.5,1,0,0,52863.7,1,0,0,137894.4,1,29487.5,1,666594.5,1,221800.4,1
"608",3.2,3.2,0,0,0,0,0,0,0,0,112367.9,1,0,0,0,0,0,0,92998.8,1,107685.3,1,7080727.5,1,160691.8,1,133139.4,1,64388,1,280977.1,1,95195.6,1,462547.8,1,0,0,0,0,0,0,0,0,0,0,648708.1,1,0,0
"609",3.2,3.3,262057.5,1,0,0,2902081.2,1,0,0,0,0,355364.5,1,1847151.1,1,1587313.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94494.6,1,0,0,0,0,1422697.8,1,0,0,0,0,0,0
"610",3.2,3.4,0,0,0,0,0,0,0,0,23094.8,1,0,0,29091.8,1,0,0,0,0,0,0,0,0,0,0,45486.9,1,0,0,12285.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"611",3.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612",3.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44154.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613",3.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7301,1,0,0,0,0,0,0,0,0,0,0,183771.3,1,154947.3,1,196505.7,1,207276,1,145738,1,108528.9,1,70088.8,1,150004,1
"614",3.2,4,0,0,897705.9,1,0,0,62857.2,1,356519.4,1,580786.6,1,524049.9,1,926085.1,1,171967.8,1,9177.2,1,105696.1,1,9181,1,20724.3,1,0,0,18348.3,1,7750.5,1,0,0,22907.6,1,40014.6,1,0,0,0,0,0,0,0,0,63948.6,1
"615",3.2,4.1,22008.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14836,1,13448.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
